epoch,train_loss,val_loss,train_rmse,val_rmse,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
300,0.09547035,0.09804880,0.30293166,0.07513744,1.28361095e-01,1.14297934e-01,8.04286320e-02,3.03882565e-02
301,0.09568193,0.09889066,0.30325701,0.07539147,1.28647813e-01,1.15040632e-01,8.02200637e-02,3.05013602e-02
302,0.09573661,0.09827348,0.30333804,0.07519905,1.28753691e-01,1.15679058e-01,8.02742515e-02,3.06333413e-02
303,0.09573541,0.09847968,0.30335851,0.07523850,1.28504166e-01,1.14362010e-01,8.03046112e-02,3.03967004e-02
304,0.09558924,0.09851007,0.30309269,0.07532851,1.28613541e-01,1.15167744e-01,8.04128117e-02,3.03654139e-02
305,0.09562640,0.09812884,0.30315876,0.07522336,1.28652706e-01,1.15309698e-01,8.03553362e-02,3.04382597e-02
306,0.09553535,0.09744488,0.30300247,0.07507464,1.28720451e-01,1.15119463e-01,8.03936227e-02,3.04535923e-02
307,0.09558422,0.09806370,0.30307518,0.07520739,1.28642624e-01,1.15703137e-01,8.03861143e-02,3.04630706e-02
308,0.09552724,0.09826801,0.30300551,0.07529262,1.28713668e-01,1.14766091e-01,8.03069343e-02,3.03676163e-02
309,0.09545732,0.09778418,0.30288579,0.07516969,1.28662744e-01,1.15254682e-01,8.03416712e-02,3.05243439e-02
310,0.09541155,0.09829001,0.30279700,0.07525961,1.28735730e-01,1.15170899e-01,8.02847313e-02,3.04934282e-02
311,0.09526949,0.09793222,0.30256794,0.07521574,1.28828892e-01,1.14602404e-01,8.02904215e-02,3.06004403e-02
312,0.09511471,0.09792341,0.30229758,0.07513727,1.29129139e-01,1.14757884e-01,8.03762510e-02,3.03030208e-02
313,0.09523429,0.09801578,0.30253574,0.07519159,1.28676689e-01,1.14174369e-01,8.03242675e-02,3.04424528e-02
314,0.09517369,0.09813469,0.30239218,0.07522289,1.29040813e-01,1.14927742e-01,8.04474615e-02,3.03993924e-02
315,0.09507139,0.09811532,0.30223771,0.07522904,1.28811345e-01,1.14775849e-01,8.02661272e-02,3.03870822e-02
316,0.09549430,0.09810247,0.30293045,0.07524801,1.28587901e-01,1.15189532e-01,8.03942336e-02,3.03960335e-02
317,0.09562299,0.09851033,0.30315095,0.07547055,1.28433992e-01,1.15409312e-01,8.03098145e-02,3.04615721e-02
318,0.09548119,0.09787423,0.30290855,0.07538561,1.28913024e-01,1.14891357e-01,8.03353964e-02,3.05120743e-02
319,0.09552071,0.09771845,0.30297270,0.07504782,1.28691146e-01,1.15331617e-01,8.03468120e-02,3.03155328e-02
320,0.09544558,0.09800411,0.30284467,0.07537821,1.28617049e-01,1.15478234e-01,8.02148825e-02,3.05447532e-02
321,0.09541716,0.09834147,0.30279254,0.07526403,1.28906564e-01,1.15408275e-01,8.02623268e-02,3.03508523e-02
322,0.09532090,0.09830004,0.30263847,0.07529901,1.28806628e-01,1.15485777e-01,8.01383464e-02,3.03565167e-02
323,0.09523594,0.09852569,0.30250465,0.07531926,1.28813979e-01,1.15317814e-01,8.02353827e-02,3.05684738e-02
324,0.09511259,0.09816682,0.30227156,0.07531664,1.29146677e-01,1.15629195e-01,8.03743902e-02,3.03899518e-02
325,0.09518921,0.09820886,0.30241283,0.07526073,1.28923902e-01,1.15596410e-01,8.04293712e-02,3.02626498e-02
326,0.09514642,0.09805304,0.30234675,0.07519390,1.28918191e-01,1.15638542e-01,8.02399278e-02,3.04973284e-02
327,0.09523004,0.09848722,0.30249661,0.07538362,1.28758072e-01,1.15274308e-01,8.04032996e-02,3.04174366e-02
328,0.09491943,0.09848044,0.30196964,0.07535450,1.29024643e-01,1.14980067e-01,8.03930212e-02,3.04145416e-02
329,0.09505419,0.09835733,0.30219320,0.07528896,1.29071573e-01,1.14687301e-01,8.03541753e-02,3.04314746e-02
330,0.09483856,0.09840747,0.30184833,0.07531262,1.28828402e-01,1.15032841e-01,8.03247752e-02,3.03556905e-02
331,0.09549621,0.09817762,0.30291693,0.07518699,1.28677799e-01,1.16006873e-01,8.04190883e-02,3.04112820e-02
332,0.09543798,0.09885310,0.30281162,0.07550560,1.28967687e-01,1.16219682e-01,8.01751159e-02,3.04555071e-02
333,0.09518575,0.09799458,0.30238598,0.07520787,1.28838088e-01,1.16467697e-01,8.01460060e-02,3.03597687e-02
334,0.09530400,0.09903339,0.30259614,0.07567275,1.28730806e-01,1.16149167e-01,8.01486844e-02,3.03815727e-02
335,0.09521656,0.09831201,0.30245195,0.07529515,1.29040434e-01,1.15557027e-01,8.01184481e-02,3.04660615e-02
336,0.09533237,0.09825155,0.30266300,0.07531017,1.28816092e-01,1.15365192e-01,8.01114777e-02,3.04170135e-02
337,0.09509363,0.09840482,0.30223208,0.07549449,1.29047618e-01,1.15700652e-01,8.03567966e-02,3.05970807e-02
338,0.09510718,0.09903223,0.30226804,0.07554712,1.29004278e-01,1.15848470e-01,8.02061648e-02,3.03636162e-02
339,0.09499560,0.09885338,0.30209654,0.07549893,1.29156044e-01,1.14921822e-01,8.03048853e-02,3.03725433e-02
340,0.09487667,0.09867330,0.30187817,0.07537758,1.29198810e-01,1.14915867e-01,8.04140141e-02,3.02978276e-02
341,0.09489681,0.09854425,0.30190600,0.07533540,1.29170164e-01,1.15250785e-01,8.03368712e-02,3.03220974e-02
342,0.09473614,0.09840795,0.30166346,0.07527948,1.29202646e-01,1.14887121e-01,8.01000614e-02,3.03725201e-02
343,0.09477636,0.09842360,0.30171751,0.07534828,1.28947645e-01,1.15608371e-01,8.03083831e-02,3.03408295e-02
344,0.09479814,0.09854380,0.30174868,0.07536845,1.29070353e-01,1.15647014e-01,8.03430716e-02,3.03610643e-02
345,0.09489754,0.09843309,0.30190711,0.07534129,1.29193581e-01,1.15367886e-01,8.03615399e-02,3.02970058e-02
346,0.09515128,0.09831913,0.30231804,0.07522138,1.28930115e-01,1.16462655e-01,8.03282150e-02,3.04004489e-02
347,0.09498855,0.09803574,0.30204532,0.07523318,1.29055559e-01,1.16218354e-01,8.03648002e-02,3.04328525e-02
348,0.09487702,0.09938266,0.30187309,0.07568890,1.29232637e-01,1.15609483e-01,8.01949973e-02,3.04841372e-02
349,0.09504632,0.09790993,0.30214341,0.07517903,1.29029497e-01,1.16162150e-01,8.03501170e-02,3.05069967e-02
350,0.09492938,0.09886898,0.30194570,0.07541473,1.28956185e-01,1.16534375e-01,8.02610235e-02,3.03271129e-02
351,0.09496005,0.09892640,0.30201899,0.07552302,1.28926842e-01,1.15613605e-01,8.03217445e-02,3.03867397e-02
352,0.09477136,0.09751640,0.30168051,0.07522880,1.29248969e-01,1.16066858e-01,8.01293794e-02,3.04486316e-02
353,0.09480921,0.09853829,0.30176711,0.07543405,1.29352814e-01,1.15255087e-01,8.01137780e-02,3.03812737e-02
354,0.09491792,0.09893918,0.30196277,0.07555796,1.29027827e-01,1.15226841e-01,8.03046884e-02,3.04704788e-02
355,0.09467071,0.09841029,0.30154666,0.07546315,1.29022432e-01,1.14759032e-01,8.02395698e-02,3.03300224e-02
356,0.09458306,0.09851461,0.30137834,0.07541308,1.29102301e-01,1.15649547e-01,8.03821226e-02,3.03728178e-02
357,0.09458123,0.09848716,0.30137709,0.07537736,1.29136881e-01,1.15151553e-01,8.02348473e-02,3.04516951e-02
358,0.09462643,0.09861990,0.30145695,0.07542317,1.29240039e-01,1.14928892e-01,8.04636021e-02,3.03765226e-02
359,0.09456561,0.09847404,0.30135827,0.07537895,1.28982228e-01,1.15486002e-01,8.02480211e-02,3.03684895e-02
360,0.09448860,0.09846190,0.30123554,0.07538046,1.29159301e-01,1.15117431e-01,8.03164598e-02,3.03827589e-02
361,0.09488668,0.09880639,0.30186922,0.07564184,1.29122491e-01,1.16263457e-01,8.02751361e-02,3.04254056e-02
362,0.09476015,0.09834890,0.30163710,0.07555540,1.29656403e-01,1.16170778e-01,8.03821801e-02,3.03924444e-02
363,0.09478834,0.09856555,0.30170755,0.07550535,1.28990024e-01,1.16473247e-01,8.01230677e-02,3.05534854e-02
364,0.09472083,0.09885330,0.30160551,0.07544379,1.28991140e-01,1.16024918e-01,8.01327124e-02,3.04150413e-02
365,0.09456138,0.09907381,0.30132844,0.07566747,1.29303618e-01,1.16000817e-01,8.01718127e-02,3.04086833e-02
366,0.09473101,0.09851070,0.30162688,0.07548194,1.29176636e-01,1.15253432e-01,8.01499141e-02,3.04101702e-02
367,0.09459527,0.09884523,0.30139345,0.07560386,1.29174841e-01,1.15959701e-01,8.00941513e-02,3.05526392e-02
368,0.09442277,0.09908303,0.30110159,0.07557564,1.29165737e-01,1.15737621e-01,8.02254659e-02,3.02006297e-02
369,0.09445113,0.09900171,0.30113697,0.07571547,1.29539100e-01,1.15905504e-01,8.02420032e-02,3.04799304e-02
370,0.09434135,0.09861150,0.30095743,0.07559215,1.29294624e-01,1.15820216e-01,8.03324552e-02,3.03546082e-02
371,0.09439441,0.09904789,0.30105601,0.07559282,1.29481885e-01,1.15551198e-01,8.02906509e-02,3.02320156e-02
372,0.09445109,0.09872381,0.30115672,0.07552462,1.29380237e-01,1.15017844e-01,8.02836376e-02,3.02717473e-02
373,0.09448581,0.09880911,0.30121394,0.07556120,1.29168919e-01,1.15353723e-01,8.02364889e-02,3.03273851e-02
374,0.09445751,0.09869883,0.30116258,0.07550230,1.29608881e-01,1.15447646e-01,8.00772087e-02,3.02569519e-02
375,0.09424934,0.09875891,0.30082404,0.07553448,1.29236116e-01,1.15533219e-01,8.01602961e-02,3.02538289e-02
376,0.09458441,0.09915917,0.30136288,0.07582794,1.29405109e-01,1.16079995e-01,8.01179236e-02,3.05506010e-02
377,0.09463709,0.09889236,0.30144469,0.07569165,1.29455580e-01,1.16257193e-01,7.98529653e-02,3.04956587e-02
378,0.09453492,0.09923362,0.30126347,0.07566429,1.29027712e-01,1.16898401e-01,8.01878774e-02,3.04603670e-02
379,0.09461866,0.09882680,0.30143410,0.07556168,1.29273263e-01,1.15846536e-01,8.01994047e-02,3.02534322e-02
380,0.09436685,0.09994537,0.30098349,0.07583172,1.29427078e-01,1.16140905e-01,8.01462093e-02,3.04886796e-02
381,0.09451273,0.09921982,0.30124293,0.07567140,1.29242407e-01,1.16078998e-01,8.02298733e-02,3.04044580e-02
382,0.09428384,0.09942965,0.30084563,0.07574726,1.29553974e-01,1.16186990e-01,8.01482574e-02,3.03438236e-02
383,0.09426477,0.09901170,0.30082186,0.07573153,1.29273352e-01,1.15990432e-01,8.02525947e-02,3.02474815e-02
384,0.09433233,0.09923759,0.30093844,0.07566046,1.29248904e-01,1.15913989e-01,8.01652722e-02,3.02973624e-02
385,0.09425600,0.09936376,0.30081474,0.07570009,1.29061645e-01,1.15998646e-01,8.02898164e-02,3.01839714e-02
386,0.09427047,0.09927984,0.30083642,0.07568831,1.29277422e-01,1.16032938e-01,8.00632565e-02,3.02601068e-02
387,0.09408845,0.09881214,0.30053714,0.07558519,1.29599276e-01,1.15366564e-01,8.02147599e-02,3.03639648e-02
388,0.09402141,0.09914519,0.30041679,0.07565271,1.29384500e-01,1.15572994e-01,8.02330807e-02,3.01617661e-02
389,0.09420805,0.09897534,0.30074245,0.07562123,1.29183476e-01,1.15721463e-01,8.00655035e-02,3.03460979e-02
390,0.09418588,0.09898012,0.30070272,0.07564077,1.29069437e-01,1.15780213e-01,8.01243464e-02,3.03643263e-02
391,0.09437630,0.09976607,0.30100787,0.07611175,1.29225489e-01,1.16089956e-01,8.00314414e-02,3.04725301e-02
392,0.09442525,0.09919826,0.30108414,0.07584623,1.29261938e-01,1.16438050e-01,8.00405867e-02,3.04025009e-02
393,0.09432549,0.09928362,0.30092961,0.07575274,1.29309535e-01,1.15635552e-01,7.99605587e-02,3.04798830e-02
394,0.09424690,0.09965480,0.30079306,0.07587551,1.29296614e-01,1.15971485e-01,7.99682361e-02,3.03866688e-02
395,0.09430534,0.09943584,0.30089475,0.07586216,1.29224114e-01,1.16017016e-01,7.99688497e-02,3.03231627e-02
396,0.09409337,0.09953885,0.30054120,0.07585535,1.29345883e-01,1.15678094e-01,8.00146847e-02,3.02647990e-02
397,0.09406956,0.09923842,0.30048883,0.07582932,1.29433494e-01,1.15998912e-01,8.00840005e-02,3.02550843e-02
398,0.09391936,0.09914749,0.30022444,0.07573636,1.29768744e-01,1.16036395e-01,7.99872862e-02,3.04045094e-02
399,0.09398050,0.09913889,0.30033488,0.07575530,1.29556905e-01,1.15713162e-01,8.02030351e-02,3.02599204e-02
400,0.09389194,0.10001430,0.30019820,0.07596635,1.29482358e-01,1.15608762e-01,8.00190257e-02,3.02779383e-02
401,0.09402952,0.09934323,0.30041537,0.07584230,1.29494691e-01,1.16333566e-01,8.01169042e-02,3.00789245e-02
402,0.09405904,0.09948616,0.30050414,0.07583964,1.29170838e-01,1.15333192e-01,8.01044485e-02,3.00710565e-02
403,0.09379447,0.09966507,0.30003457,0.07589659,1.29446557e-01,1.15651140e-01,8.01533869e-02,3.00245935e-02
404,0.09380652,0.09947569,0.30004201,0.07580450,1.29683493e-01,1.15508633e-01,8.01604540e-02,3.01039466e-02
405,0.09389671,0.09939375,0.30020088,0.07578936,1.29481910e-01,1.15705608e-01,8.01525331e-02,3.00763295e-02
406,0.09420071,0.09965154,0.30069596,0.07599410,1.29377526e-01,1.16759525e-01,8.00160028e-02,3.01757748e-02
407,0.09417336,0.09991000,0.30066742,0.07614289,1.29254860e-01,1.16010006e-01,7.99748695e-02,3.02028635e-02
408,0.09421408,0.09956653,0.30075196,0.07588708,1.29177656e-01,1.15674223e-01,7.98642767e-02,3.02432803e-02
409,0.09418593,0.09981055,0.30069194,0.07609874,1.29278755e-01,1.16206894e-01,7.99221644e-02,3.04460245e-02
410,0.09411985,0.09999428,0.30057214,0.07618037,1.29300433e-01,1.16225357e-01,7.99719520e-02,3.02236837e-02
411,0.09397073,0.10025822,0.30032858,0.07629159,1.29534513e-01,1.15863036e-01,7.99758055e-02,3.04052136e-02
412,0.09390108,0.10000575,0.30020240,0.07591545,1.29534780e-01,1.15995662e-01,7.98591101e-02,3.02913976e-02
413,0.09394934,0.09960534,0.30028898,0.07603781,1.29540239e-01,1.15945018e-01,7.99245786e-02,3.02524624e-02
414,0.09386017,0.09933769,0.30015634,0.07592333,1.29522226e-01,1.15149636e-01,7.98208764e-02,3.03734722e-02
415,0.09377269,0.09969457,0.29998344,0.07601770,1.29411648e-01,1.16308594e-01,8.00520451e-02,3.01639011e-02
416,0.09375384,0.09954370,0.29996270,0.07596989,1.29364038e-01,1.16117614e-01,7.98733697e-02,3.00793743e-02
417,0.09368223,0.09956035,0.29982014,0.07592246,1.29700068e-01,1.16246943e-01,8.00868434e-02,3.00816786e-02
418,0.09369224,0.09935142,0.29985048,0.07589950,1.29613566e-01,1.15699746e-01,8.00576290e-02,3.01780659e-02
419,0.09370470,0.09945927,0.29988578,0.07592925,1.29535977e-01,1.15863900e-01,7.99183897e-02,3.00977550e-02
420,0.09372116,0.09939769,0.29989627,0.07588903,1.29709612e-01,1.15993314e-01,7.99336398e-02,3.01021763e-02
421,0.09397112,0.10027304,0.30029114,0.07591257,1.29582549e-01,1.17084847e-01,8.00244380e-02,3.02200784e-02
422,0.09396650,0.09947093,0.30028461,0.07577518,1.29612497e-01,1.16629702e-01,8.00304598e-02,3.03926201e-02
423,0.09378266,0.09941982,0.30000800,0.07578530,1.29357077e-01,1.15991377e-01,7.97331950e-02,3.05192657e-02
424,0.09378112,0.09948552,0.29996974,0.07580424,1.29549972e-01,1.16936506e-01,7.99939951e-02,3.03826395e-02
425,0.09364314,0.09967993,0.29975374,0.07596110,1.29878434e-01,1.16127501e-01,7.98450405e-02,3.01985533e-02
426,0.09382316,0.09876585,0.30004695,0.07584835,1.29484126e-01,1.16513248e-01,7.98711213e-02,3.03110809e-02
427,0.09385999,0.09908738,0.30013728,0.07591715,1.29408144e-01,1.16284303e-01,7.97600096e-02,3.02715943e-02
428,0.09369308,0.09975550,0.29984887,0.07621648,1.29623729e-01,1.16226131e-01,7.97812799e-02,3.02961709e-02
429,0.09361048,0.09961338,0.29970878,0.07601583,1.29735100e-01,1.15881380e-01,7.99089567e-02,3.02540579e-02
430,0.09369885,0.09952090,0.29986765,0.07598649,1.29726717e-01,1.16040680e-01,7.98032862e-02,3.01975434e-02
431,0.09350335,0.09984424,0.29952218,0.07602492,1.30005276e-01,1.16130962e-01,7.98731613e-02,3.02169463e-02
432,0.09348583,0.09923222,0.29950788,0.07588656,1.29747650e-01,1.15567983e-01,7.98808580e-02,3.00881537e-02
433,0.09342457,0.09910393,0.29938553,0.07584702,1.29981405e-01,1.16008130e-01,7.97737840e-02,3.00963288e-02
434,0.09350767,0.09935104,0.29955409,0.07591310,1.29457207e-01,1.15781920e-01,7.99840919e-02,3.00394272e-02
435,0.09346904,0.09934593,0.29948460,0.07590065,1.29671138e-01,1.15714715e-01,7.97570835e-02,2.99736060e-02
436,0.09374767,0.10012078,0.29992425,0.07622783,1.29427007e-01,1.16576254e-01,8.00183122e-02,3.04114977e-02
437,0.09386208,0.09933113,0.30012772,0.07588306,1.29502868e-01,1.16430530e-01,7.97384892e-02,3.01523632e-02
438,0.09375475,0.09955432,0.29994549,0.07623127,1.29546055e-01,1.16443196e-01,7.96879913e-02,3.02542112e-02
439,0.09376863,0.09956598,0.29994910,0.07601892,1.29615207e-01,1.16880013e-01,7.99175736e-02,3.02288351e-02
440,0.09366361,0.09942052,0.29978717,0.07609402,1.29625341e-01,1.16124624e-01,7.98116611e-02,3.02316767e-02
441,0.09355616,0.09932728,0.29959924,0.07582819,1.29744043e-01,1.16355834e-01,7.97999548e-02,3.01017991e-02
442,0.09346549,0.10029880,0.29944854,0.07620156,1.29539821e-01,1.16723340e-01,7.96596036e-02,3.01324821e-02
443,0.09341551,0.09919037,0.29938456,0.07592704,1.29578743e-01,1.15756191e-01,7.98029180e-02,3.00877416e-02
444,0.09337889,0.09986845,0.29929440,0.07601635,1.29855780e-01,1.16781993e-01,7.97961483e-02,3.01229276e-02
445,0.09333343,0.10000281,0.29923224,0.07603916,1.29851684e-01,1.16077907e-01,7.97272733e-02,3.01495649e-02
446,0.09329006,0.09973088,0.29915896,0.07604159,1.29872018e-01,1.15958813e-01,7.97864361e-02,2.99455025e-02
447,0.09328838,0.09944035,0.29914074,0.07593989,1.29817508e-01,1.16856139e-01,7.98725575e-02,2.99583258e-02
448,0.09320123,0.09911775,0.29900363,0.07583061,1.29980023e-01,1.16021304e-01,7.98765056e-02,3.00683028e-02
449,0.09318842,0.09940849,0.29898819,0.07588971,1.29820730e-01,1.16253767e-01,7.98977071e-02,2.99861809e-02
450,0.09323675,0.09949775,0.29907056,0.07592420,1.29882139e-01,1.15978909e-01,7.97876926e-02,2.99900576e-02
