n,arch,status,test_rmse,elapsed_sec,activation,batch_size,coriolis_hidden,coriolis_matrix_form,coriolis_structural,correction_dropout,correction_gain_ramp_frac,correction_reg_inertia_normalize,data_train_fraction,data_train_seed,dropout,early_stop_metric,early_stopping,ema_decay,enable_passivity_loss,epochs,feature_noise_std,friction_form,friction_hidden,grad_clip_norm,gravity_hidden,hidden_layers,inertia_hidden,inertia_psd,joint_loss_weights,lambda_correction_decay,lambda_correction_reg,lambda_correction_reg_per_component,lambda_passivity,learning_rate,lr_scheduler,min_delta,optimizer,patience,phi_lr_ratio,physics_warmup_fraction,physics_weight,print_every,seed,snapshot_every,spectral_norm,stride,torch_compile,torch_compile_mode,use_friction_qdd,use_phys_cond,warmup_cosine_min_factor,weight_decay
1,edr,ok,0.089863,4392.3,silu,1024,48-48,False,False,0.45,0.3,True,0.3,42,,val_rmse,True,0.9,False,1000,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.05,,0.01,0.0006,warmup_cosine,1e-05,adamw,50,,,,2,42,0,False,1,False,default,True,True,0.05,0.002
2,edr,ok,0.090117,6016.5,silu,1024,48-48,False,False,0.45,0.3,True,0.2,42,,val_rmse,True,0.9,False,1000,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.05,,0.01,0.0006,warmup_cosine,1e-05,adamw,50,,,,2,42,0,False,1,False,default,True,True,0.05,0.002
3,edr,ok,0.090208,6455.3,silu,1024,48-48,False,False,0.45,0.3,True,0.4,42,,val_rmse,True,0.9,False,1000,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.05,,0.01,0.0006,warmup_cosine,1e-05,adamw,50,,,,2,42,0,False,1,False,default,True,True,0.05,0.002
4,edr,ok,0.090485,0.0,silu,1024,48-48,False,False,0.45,0.3,True,1.0,42,,val_rmse,True,0.9,False,1000,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.05,,0.01,0.0006,warmup_cosine,1e-05,adamw,50,,,,2,42,0,False,1,False,default,True,True,0.05,0.002
5,edr,ok,0.090593,4467.2,silu,1024,48-48,False,False,0.45,0.3,True,0.9,42,,val_rmse,True,0.9,False,1000,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.05,,0.01,0.0006,warmup_cosine,1e-05,adamw,50,,,,2,42,0,False,1,False,default,True,True,0.05,0.002
6,edr,ok,0.090708,6307.9,silu,1024,48-48,False,False,0.45,0.3,True,0.6,42,,val_rmse,True,0.9,False,1000,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.05,,0.01,0.0006,warmup_cosine,1e-05,adamw,50,,,,2,42,0,False,1,False,default,True,True,0.05,0.002
7,edr,ok,0.090950,5166.4,silu,1024,48-48,False,False,0.45,0.3,True,0.1,42,,val_rmse,True,0.9,False,1000,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.05,,0.01,0.0006,warmup_cosine,1e-05,adamw,50,,,,2,42,0,False,1,False,default,True,True,0.05,0.002
8,edr,ok,0.091038,6054.8,silu,1024,48-48,False,False,0.45,0.3,True,0.8,42,,val_rmse,True,0.9,False,1000,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.05,,0.01,0.0006,warmup_cosine,1e-05,adamw,50,,,,2,42,0,False,1,False,default,True,True,0.05,0.002
9,edr,ok,0.091170,7236.8,silu,1024,48-48,False,False,0.45,0.3,True,0.5,42,,val_rmse,True,0.9,False,1000,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.05,,0.01,0.0006,warmup_cosine,1e-05,adamw,50,,,,2,42,0,False,1,False,default,True,True,0.05,0.002
10,edr,ok,0.091331,4678.5,silu,1024,48-48,False,False,0.45,0.3,True,0.7,42,,val_rmse,True,0.9,False,1000,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.05,,0.01,0.0006,warmup_cosine,1e-05,adamw,50,,,,2,42,0,False,1,False,default,True,True,0.05,0.002
11,fnn,ok,0.097171,0.0,silu,512,,,,,,,1.0,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
12,fnn,ok,0.097567,7096.7,silu,512,,,,,,,0.9,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
13,fnn,ok,0.098365,7894.1,silu,512,,,,,,,0.7,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
14,fnn,ok,0.098434,6940.7,silu,512,,,,,,,0.5,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
15,fnn,ok,0.099056,6556.4,silu,512,,,,,,,0.6,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
16,fnn,ok,0.099609,5933.3,silu,512,,,,,,,0.4,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
17,fnn,ok,0.099825,6260.0,silu,512,,,,,,,0.2,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
18,fnn,ok,0.100038,6922.7,silu,512,,,,,,,0.8,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
19,fnn,ok,0.100394,6363.2,silu,512,,,,,,,0.3,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
20,fnn,ok,0.101107,4775.9,silu,512,,,,,,,0.1,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
21,physreg,ok,0.089197,2966.6,silu,512,,,,,,,0.7,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,1.0,,42,0,,1,True,reduce-overhead,,,,0.005
22,physreg,ok,0.089321,3118.0,silu,512,,,,,,,0.8,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,1.0,,42,0,,1,True,reduce-overhead,,,,0.005
23,physreg,ok,0.089562,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,1.0,,42,0,,1,True,reduce-overhead,,,,0.005
24,physreg,ok,0.090062,3952.3,silu,512,,,,,,,0.6,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,1.0,,42,0,,1,True,reduce-overhead,,,,0.005
25,physreg,ok,0.090247,3640.6,silu,512,,,,,,,0.5,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,1.0,,42,0,,1,True,reduce-overhead,,,,0.005
26,physreg,ok,0.090608,4899.1,silu,512,,,,,,,0.9,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,1.0,,42,0,,1,True,reduce-overhead,,,,0.005
27,physreg,ok,0.091047,3167.0,silu,512,,,,,,,0.1,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,1.0,,42,0,,1,True,reduce-overhead,,,,0.005
28,physreg,ok,0.091257,2819.3,silu,512,,,,,,,0.2,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,1.0,,42,0,,1,True,reduce-overhead,,,,0.005
29,physreg,ok,0.091444,4179.9,silu,512,,,,,,,0.4,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,1.0,,42,0,,1,True,reduce-overhead,,,,0.005
30,physreg,ok,0.092012,2981.5,silu,512,,,,,,,0.3,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,1.0,,42,0,,1,True,reduce-overhead,,,,0.005
