architecture,run_id,params,test_rmse,is_champion
EDR,EDR_ep271_rmse0.08986_frac0.3_seed42_lr6e-4_wd0.002_bs1024_creg0.05_w48-48_cdo0.45_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260522_0704,13374,0.0898632,False
EDR,EDR_ep414_rmse0.09012_frac0.2_seed42_lr6e-4_wd0.002_bs1024_creg0.05_w48-48_cdo0.45_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260522_0732,13374,0.0901173,False
EDR,EDR_ep474_rmse0.09021_frac0.4_seed42_lr6e-4_wd0.002_bs1024_creg0.05_w48-48_cdo0.45_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260522_0739,13374,0.0902076,False
EDR,EDR_ep402_rmse0.09024_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.02_w48-48_cdo0.3_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_2040,13374,0.0902437,True
EDR,EDR_ep402_rmse0.09043_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.002_w48-48_cdo0.3_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_1258,13374,0.0904312,False
EDR,EDR_ep415_rmse0.09048_frac1_seed42_lr6e-4_wd0.002_bs1024_creg0.05_w48-48_cdo0.45_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260522_0545,13374,0.0904849,False
EDR,EDR_ep336_rmse0.09049_frac1_seed42_lr6e-4_wd0.002_bs1024_creg0.05_w48-48_cdo0.45_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260522_0526,13254,0.0904912,False
EDR,EDR_ep450_rmse0.09056_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.01_w48-48_cdo0.3_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_1909,13374,0.0905555,False
EDR,EDR_ep289_rmse0.09059_frac0.9_seed42_lr6e-4_wd0.002_bs1024_creg0.05_w48-48_cdo0.45_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260522_0706,13374,0.0905931,False
EDR,EDR_ep270_rmse0.09060_frac1_seed42_lr6e-4_wd0.002_bs1024_creg0.05_w48-48_cdo0.3_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260522_0519,13374,0.0906009,False
EDR,EDR_ep805_rmse0.09062_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.1_w32-32_cdo0.3_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_1859,7182,0.0906152,False
EDR,EDR_ep223_rmse0.09071_frac1_seed42_lr6e-4_wd0.002_bs1024_creg0.01_w48-48_cdo0.45_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260522_0512,13254,0.0907058,False
EDR,EDR_ep372_rmse0.09071_frac0.6_seed42_lr6e-4_wd0.002_bs1024_creg0.05_w48-48_cdo0.45_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260522_0737,13374,0.090708,False
EDR,EDR_ep343_rmse0.09084_frac1_seed42_lr6e-4_wd0.002_bs1024_creg0.05_w64-64_cdo0.45_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260522_0529,21150,0.0908384,False
EDR,EDR_ep324_rmse0.09095_frac0.1_seed42_lr6e-4_wd0.002_bs1024_creg0.05_w48-48_cdo0.45_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260522_0717,13374,0.0909505,False
EDR,EDR_ep280_rmse0.09104_frac0.8_seed42_lr6e-4_wd0.002_bs1024_creg0.05_w48-48_cdo0.45_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260522_0732,13374,0.0910375,False
EDR,EDR_ep395_rmse0.09109_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.01_w48-48_cdo0.3_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_1721,13254,0.0910937,False
EDR,EDR_ep440_rmse0.09117_frac0.5_seed42_lr6e-4_wd0.002_bs1024_creg0.05_w48-48_cdo0.45_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260522_0752,13374,0.0911698,False
EDR,EDR_ep525_rmse0.09118_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.1_w32-32_cdo0.3_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_1620,7262,0.0911806,False
EDR,EDR_ep233_rmse0.09125_frac1_seed42_lr6e-4_wd0.002_bs1024_creg0.01_w48-48_cdo0.45_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260522_0508,13374,0.0912469,False
EDR,EDR_ep355_rmse0.09133_frac0.7_seed42_lr6e-4_wd0.002_bs1024_creg0.05_w48-48_cdo0.45_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260522_0709,13374,0.0913306,False
EDR,EDR_ep182_rmse0.09134_frac1_seed42_lr6e-4_wd0.002_bs1024_creg0.01_w64-64_cdo0.45_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260522_0456,20990,0.0913351,False
EDR,EDR_ep318_rmse0.09154_frac1_seed42_lr6e-4_wd0.002_bs1024_creg0.05_w64-64_cdo0.45_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260522_0529,20990,0.0915376,False
EDR,EDR_ep414_rmse0.09171_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.002_w48-48_cdo0.3_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_1307,13254,0.0917068,False
EDR,EDR_ep192_rmse0.09176_frac1_seed42_lr6e-4_wd0.002_bs1024_creg0.01_w64-64_cdo0.3_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260522_0451,20990,0.0917559,False
EDR,EDR_ep574_rmse0.09178_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.002_w32-32_cdo0.3_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_1100,7182,0.0917782,False
EDR,EDR_ep564_rmse0.09198_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.005_w48-48_cdo0.3_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_2002,13254,0.0919778,False
EDR,EDR_ep169_rmse0.09199_frac1_seed42_lr6e-4_wd0.002_bs1024_creg0.01_w64-64_cdo0.3_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260522_0455,21150,0.0919934,False
EDR,EDR_ep586_rmse0.09205_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.05_w32-32_cdo0.3_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_1810,7182,0.0920462,False
EDR,EDR_ep269_rmse0.09221_frac1_seed42_lr6e-4_wd0.002_bs1024_creg0.01_w48-48_cdo0.3_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260522_0516,13374,0.0922101,False
EDR,EDR_ep341_rmse0.09223_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.005_w32-32_cdo0.3_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_0811,7262,0.0922284,False
EDR,EDR_ep174_rmse0.09232_frac1_seed42_lr6e-4_wd0.002_bs1024_creg0.01_w48-48_cdo0.3_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260522_0451,13254,0.0923225,False
EDR,EDR_ep612_rmse0.09233_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.02_w32-32_cdo0.3_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_1923,7262,0.0923274,False
EDR,EDR_ep755_rmse0.09250_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.005_w32-32_cdo0.3_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_1706,7182,0.0924975,False
EDR,EDR_ep272_rmse0.09283_frac1_seed42_lr6e-4_wd0.002_bs1024_creg0.05_w64-64_cdo0.3_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260522_0520,20990,0.0928286,False
EDR,EDR_ep622_rmse0.09287_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.02_w32-32_cdo0.3_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_2034,7182,0.0928696,False
EDR,EDR_ep215_rmse0.09320_frac1_seed42_lr6e-4_wd0.002_bs1024_creg0.05_w48-48_cdo0.3_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260522_0507,13254,0.0932006,False
EDR,EDR_ep351_rmse0.09325_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.05_w32-32_cdo0.15_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_0522,7182,0.0932497,False
EDR,EDR_ep796_rmse0.09325_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.2_w32-32_cdo0.15_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_1924,7262,0.0932511,False
EDR,EDR_ep160_rmse0.09347_frac1_seed42_lr6e-4_wd0.002_bs1024_creg0.01_w64-64_cdo0.45_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260522_0456,21150,0.0934651,False
EDR,EDR_ep294_rmse0.09362_frac1_seed42_lr6e-4_wd0.002_bs1024_creg0.05_w64-64_cdo0.3_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260522_0519,21150,0.0936202,False
EDR,EDR_ep277_rmse0.09366_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.002_w48-48_cdo0.15_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_0910,13374,0.0936608,False
EDR,EDR_ep640_rmse0.09391_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.01_w32-32_cdo0.3_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_2116,7262,0.0939131,False
EDR,EDR_ep328_rmse0.09401_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.05_w48-48_cdo0.15_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_2037,13374,0.0940112,False
EDR,EDR_ep404_rmse0.09420_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.02_w32-32_cdo0.15_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_1213,7262,0.0941996,False
EDR,EDR_ep275_rmse0.09454_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.002_w48-48_cdo0.15_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_0757,13254,0.094538,False
EDR,EDR_ep341_rmse0.09474_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.05_w32-32_cdo0.15_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_0503,7262,0.0947417,False
EDR,EDR_ep277_rmse0.09495_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.005_w48-48_cdo0.15_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_1046,13374,0.0949477,False
EDR,EDR_ep338_rmse0.09497_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.01_w32-32_cdo0.15_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_0819,7182,0.0949653,False
EDR,EDR_ep293_rmse0.09497_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.01_w48-48_cdo0.15_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_1337,13374,0.0949687,False
EDR,EDR_ep275_rmse0.09499_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.02_w48-48_cdo0.15_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_1906,13254,0.09499,False
EDR,EDR_ep293_rmse0.09508_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.02_w48-48_cdo0.15_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_2043,13374,0.0950786,False
EDR,EDR_ep275_rmse0.09534_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.005_w48-48_cdo0.15_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_1035,13254,0.0953448,False
EDR,EDR_ep263_rmse0.09550_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.01_w48-48_cdo0.15_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_1543,13254,0.0955042,False
EDR,EDR_ep279_rmse0.09604_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.005_w32-32_cdo0.15_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_0236,7262,0.0960421,False
EDR,EDR_ep521_rmse0.09665_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.1_w32-32_cdo0.15_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_1036,7182,0.0966487,False
EDR,EDR_ep251_rmse0.09707_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.002_w32-32_cdo0.15_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_0135,7262,0.0970744,False
EDR,EDR_ep333_rmse0.09900_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.1_w32-32_cdo0.05_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_0452,7182,0.0989978,False
EDR,EDR_ep299_rmse0.10109_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.05_w48-48_cdo0.05_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_1836,13374,0.101089,False
EDR,EDR_ep544_rmse0.10114_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.2_w32-32_cdo0.05_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_1658,7182,0.101139,False
EDR,EDR_ep229_rmse0.10144_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.002_w32-32_cdo0.05_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_0121,7262,0.101439,False
EDR,EDR_ep232_rmse0.10165_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.005_w32-32_cdo0.05_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_0057,7262,0.101653,False
EDR,EDR_ep256_rmse0.10278_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.01_w32-32_cdo0.05_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_0420,7262,0.102781,False
EDR,EDR_ep277_rmse0.10427_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.02_w48-48_cdo0.05_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_1848,13374,0.104268,False
EDR,EDR_ep231_rmse0.10451_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.002_w48-48_cdo0.05_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_0442,13374,0.104507,False
EDR,EDR_ep225_rmse0.10466_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.002_w32-32_cdo0.05_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_0025,7182,0.104661,False
EDR,EDR_ep244_rmse0.10471_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.005_w48-48_cdo0.05_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_0908,13374,0.104713,False
EDR,EDR_ep254_rmse0.10480_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.01_w48-48_cdo0.05_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_1235,13374,0.104805,False
EDR,EDR_ep242_rmse0.10627_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.002_w48-48_cdo0.05_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_0227,13254,0.106271,False
EDR,EDR_ep242_rmse0.10631_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.005_w48-48_cdo0.05_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_1304,13254,0.10631,False
EDR,EDR_ep242_rmse0.10634_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.01_w48-48_cdo0.05_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_1451,13254,0.106341,False
EDR,EDR_ep466_rmse0.10645_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.02_w32-32_cdo0.05_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_0845,7262,0.106447,False
EDR,EDR_ep287_rmse0.10669_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.02_w48-48_cdo0.05_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_1428,13254,0.106688,False
EDR,EDR_ep309_rmse0.10693_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.05_w48-48_cdo0.05_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_1820,13254,0.106932,False
EDR,EDR_ep249_rmse0.10834_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.005_w32-32_cdo0.05_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_0353,7182,0.108339,False
EDR,EDR_ep456_rmse0.10892_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.2_w32-32_cdo0.05_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_0826,7262,0.108921,False
EDR,EDR_ep369_rmse0.11243_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.05_w32-32_cdo0.05_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_0545,7182,0.112431,False
EDR,EDR_ep332_rmse0.11407_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.02_w32-32_cdo0.05_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_0816,7182,0.114069,False
EDR,EDR_ep273_rmse0.11671_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.01_w32-32_cdo0.05_fqddFalse_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_0217,7182,0.116713,False
EDR,EDR_ep329_rmse0.11673_frac1_seed42_lr3e-4_wd0.002_bs256_creg0.05_w32-32_cdo0.05_fqddTrue_pcTrue_cstFalse_cmfFalse_gr0.3_lcdnone_ffmlp_psdFalse_ema0.9_snFalse_20260521_0442,7262,0.116728,False
FNN,BlackBoxFNN_ep346_rmse0.09717_frac1_seed42_lr3e-4_wd1e-4_do0.5_fn0.02_bs512_hl128-256-128_20260520_1753,69637,0.0971708,True
FNN,BlackBoxFNN_ep281_rmse0.09717_frac1_seed42_lr0.001_wd1e-4_do0.5_fn0.02_bs512_hl128-256-128_20260520_1707,69637,0.0971736,False
FNN,BlackBoxFNN_ep318_rmse0.09757_frac0.9_seed42_lr3e-4_wd1e-4_do0.5_fn0.02_bs512_hl128-256-128_20260522_0750,69637,0.0975671,False
FNN,BlackBoxFNN_ep320_rmse0.09803_frac1_seed42_lr0.001_wd0.005_do0.5_fn0.02_bs512_hl128-256-128_20260520_1722,69637,0.0980347,False
FNN,BlackBoxFNN_ep213_rmse0.09821_frac1_seed42_lr3e-4_wd0.005_do0.5_fn0.02_bs512_hl128-256-128_20260520_1625,69637,0.0982072,False
FNN,BlackBoxFNN_ep514_rmse0.09836_frac0.7_seed42_lr3e-4_wd1e-4_do0.5_fn0.02_bs512_hl128-256-128_20260522_0803,69637,0.0983645,False
FNN,BlackBoxFNN_ep450_rmse0.09843_frac0.5_seed42_lr3e-4_wd1e-4_do0.5_fn0.02_bs512_hl128-256-128_20260522_0747,69637,0.0984336,False
