architecture,run_id,params,test_rmse,is_champion
FNN,BlackBoxFNN_ep325_rmse0.09906_frac0.6_seed42_lr3e-4_wd1e-4_do0.5_fn0.02_bs512_hl128-256-128_20260522_0741,69637,0.0990556,False
FNN,BlackBoxFNN_ep267_rmse0.09936_frac1_seed42_lr3e-4_wd1e-4_do0.5_fn0.02_bs512_hl256-256_20260520_1646,72197,0.099362,False
FNN,BlackBoxFNN_ep267_rmse0.09951_frac1_seed42_lr3e-4_wd0.005_do0.5_fn0.02_bs512_hl256-256_20260520_1647,72197,0.0995121,False
FNN,BlackBoxFNN_ep206_rmse0.09956_frac1_seed42_lr0.001_wd1e-4_do0.5_fn0.02_bs512_hl256-256_20260520_1612,72197,0.0995557,False
FNN,BlackBoxFNN_ep125_rmse0.09957_frac1_seed42_lr0.001_wd1e-4_do0.3_fn0.02_bs512_hl512-512-512_20260520_1642,539141,0.0995697,False
FNN,BlackBoxFNN_ep125_rmse0.09958_frac1_seed42_lr0.001_wd0.005_do0.3_fn0.02_bs512_hl512-512-512_20260520_1654,539141,0.0995762,False
FNN,BlackBoxFNN_ep322_rmse0.09961_frac0.4_seed42_lr3e-4_wd1e-4_do0.5_fn0.02_bs512_hl128-256-128_20260522_0730,69637,0.099609,False
FNN,BlackBoxFNN_ep149_rmse0.09965_frac1_seed42_lr0.001_wd1e-4_do0.5_fn0.02_bs512_hl256-512-256_20260520_1528,270341,0.0996508,False
FNN,BlackBoxFNN_ep206_rmse0.09970_frac1_seed42_lr3e-4_wd1e-4_do0.5_fn0.02_bs512_hl256-512-256_20260520_1607,270341,0.0997049,False
FNN,BlackBoxFNN_ep533_rmse0.09983_frac0.2_seed42_lr3e-4_wd1e-4_do0.5_fn0.02_bs512_hl128-256-128_20260522_0736,69637,0.0998254,False
FNN,BlackBoxFNN_ep149_rmse0.09984_frac1_seed42_lr0.001_wd0.005_do0.5_fn0.02_bs512_hl256-512-256_20260520_1657,270341,0.0998368,False
FNN,BlackBoxFNN_ep206_rmse0.09986_frac1_seed42_lr3e-4_wd0.005_do0.5_fn0.02_bs512_hl256-512-256_20260520_1717,270341,0.0998648,False
FNN,BlackBoxFNN_ep309_rmse0.10004_frac0.8_seed42_lr3e-4_wd1e-4_do0.5_fn0.02_bs512_hl128-256-128_20260522_0747,69637,0.100038,False
FNN,BlackBoxFNN_ep159_rmse0.10007_frac1_seed42_lr3e-4_wd1e-4_do0.5_fn0.02_bs512_hl512-512-512_20260520_1723,539141,0.100074,False
FNN,BlackBoxFNN_ep159_rmse0.10011_frac1_seed42_lr3e-4_wd0.005_do0.5_fn0.02_bs512_hl512-512-512_20260520_1706,539141,0.100113,False
FNN,BlackBoxFNN_ep206_rmse0.10022_frac1_seed42_lr0.001_wd0.005_do0.5_fn0.02_bs512_hl256-256_20260520_1606,72197,0.100225,False
FNN,BlackBoxFNN_ep434_rmse0.10039_frac0.3_seed42_lr3e-4_wd1e-4_do0.5_fn0.02_bs512_hl128-256-128_20260522_0737,69637,0.100394,False
FNN,BlackBoxFNN_ep157_rmse0.10047_frac1_seed42_lr3e-4_wd1e-4_do0.3_fn0.02_bs512_hl128-256-128_20260520_1546,69637,0.100471,False
FNN,BlackBoxFNN_ep157_rmse0.10050_frac1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl128-256-128_20260520_1544,69637,0.100497,False
FNN,BlackBoxFNN_ep152_rmse0.10051_frac1_seed42_lr0.001_wd1e-4_do0.5_fn0.02_bs512_hl512-512-512_20260520_1707,539141,0.100513,False
FNN,BlackBoxFNN_ep409_rmse0.10054_frac1_seed42_lr3e-4_wd1e-4_do0.3_fn0.02_bs512_hl128-128_20260520_1829,19717,0.100541,False
FNN,BlackBoxFNN_ep152_rmse0.10076_frac1_seed42_lr0.001_wd0.005_do0.5_fn0.02_bs512_hl512-512-512_20260520_1712,539141,0.100762,False
FNN,BlackBoxFNN_ep303_rmse0.10089_frac1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl128-128_20260520_1712,19717,0.100891,False
FNN,BlackBoxFNN_ep923_rmse0.10111_frac0.1_seed42_lr3e-4_wd1e-4_do0.5_fn0.02_bs512_hl128-256-128_20260522_0711,69637,0.101107,False
FNN,BlackBoxFNN_ep244_rmse0.10137_frac1_seed42_lr0.001_wd1e-4_do0.3_fn0.02_bs512_hl128-128_20260520_1631,19717,0.101372,False
FNN,BlackBoxFNN_ep157_rmse0.10140_frac1_seed42_lr0.001_wd1e-4_do0.3_fn0.02_bs512_hl128-256-128_20260520_1535,69637,0.101404,False
FNN,BlackBoxFNN_ep157_rmse0.10142_frac1_seed42_lr0.001_wd0.005_do0.3_fn0.02_bs512_hl128-256-128_20260520_1539,69637,0.101415,False
FNN,BlackBoxFNN_ep125_rmse0.10147_frac1_seed42_lr3e-4_wd1e-4_do0.3_fn0.02_bs512_hl512-512-512_20260520_1648,539141,0.101466,False
FNN,BlackBoxFNN_ep125_rmse0.10150_frac1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl512-512-512_20260520_1652,539141,0.101498,False
FNN,BlackBoxFNN_ep125_rmse0.10170_frac1_seed42_lr0.001_wd1e-4_do0.3_fn0.02_bs512_hl256-512-256_20260520_1531,270341,0.1017,False
FNN,BlackBoxFNN_ep125_rmse0.10170_frac1_seed42_lr0.001_wd0.005_do0.3_fn0.02_bs512_hl256-512-256_20260520_1512,270341,0.101701,False
FNN,BlackBoxFNN_ep258_rmse0.10181_frac1_seed42_lr0.001_wd0.005_do0.3_fn0.02_bs512_hl128-128_20260520_1641,19717,0.101813,False
FNN,BlackBoxFNN_ep149_rmse0.10197_frac1_seed42_lr3e-4_wd1e-4_do0.3_fn0.02_bs512_hl256-512-256_20260520_1532,270341,0.101968,False
FNN,BlackBoxFNN_ep149_rmse0.10197_frac1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl256-512-256_20260520_1531,270341,0.10197,False
FNN,BlackBoxFNN_ep256_rmse0.10202_frac1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl256-256_20260520_1633,72197,0.102016,False
FNN,BlackBoxFNN_ep226_rmse0.10205_frac1_seed42_lr0.001_wd1e-4_do0.5_fn0.02_bs512_hl128-128_20260520_1611,19717,0.102052,False
FNN,BlackBoxFNN_ep228_rmse0.10207_frac1_seed42_lr3e-4_wd1e-4_do0.3_fn0.02_bs512_hl256-256_20260520_1629,72197,0.102068,False
FNN,BlackBoxFNN_ep298_rmse0.10224_frac1_seed42_lr3e-4_wd1e-4_do0.5_fn0.02_bs512_hl128-128_20260520_1722,19717,0.102236,False
FNN,BlackBoxFNN_ep298_rmse0.10247_frac1_seed42_lr3e-4_wd0.005_do0.5_fn0.02_bs512_hl128-128_20260520_1721,19717,0.102474,False
FNN,BlackBoxFNN_ep156_rmse0.10274_frac1_seed42_lr0.001_wd1e-4_do0.3_fn0.02_bs512_hl256-256_20260520_1546,72197,0.102738,False
FNN,BlackBoxFNN_ep156_rmse0.10274_frac1_seed42_lr0.001_wd0.005_do0.3_fn0.02_bs512_hl256-256_20260520_1546,72197,0.102739,False
FNN,BlackBoxFNN_ep226_rmse0.10279_frac1_seed42_lr0.001_wd0.005_do0.5_fn0.02_bs512_hl128-128_20260520_1630,19717,0.102791,False
FNN,BlackBoxFNN_ep125_rmse0.10491_frac1_seed42_lr0.001_wd0.005_do0.1_fn0.02_bs512_hl128-128_20260520_1518,19717,0.104915,False
FNN,BlackBoxFNN_ep125_rmse0.10493_frac1_seed42_lr0.001_wd1e-4_do0.1_fn0.02_bs512_hl128-128_20260520_1524,19717,0.104933,False
FNN,BlackBoxFNN_ep190_rmse0.10530_frac1_seed42_lr3e-4_wd1e-4_do0.1_fn0.02_bs512_hl128-128_20260520_1604,19717,0.105302,False
FNN,BlackBoxFNN_ep190_rmse0.10541_frac1_seed42_lr3e-4_wd0.005_do0.1_fn0.02_bs512_hl128-128_20260520_1611,19717,0.105412,False
FNN,BlackBoxFNN_ep125_rmse0.10666_frac1_seed42_lr0.001_wd1e-4_do0.1_fn0.02_bs512_hl256-512-256_20260520_1532,270341,0.106658,False
FNN,BlackBoxFNN_ep125_rmse0.10669_frac1_seed42_lr0.001_wd0.005_do0.1_fn0.02_bs512_hl256-512-256_20260520_1529,270341,0.106689,False
FNN,BlackBoxFNN_ep140_rmse0.10694_frac1_seed42_lr3e-4_wd1e-4_do0.1_fn0.02_bs512_hl256-512-256_20260520_1529,270341,0.106937,False
FNN,BlackBoxFNN_ep140_rmse0.10694_frac1_seed42_lr3e-4_wd0.005_do0.1_fn0.02_bs512_hl256-512-256_20260520_1532,270341,0.106938,False
FNN,BlackBoxFNN_ep125_rmse0.10704_frac1_seed42_lr0.001_wd0.005_do0.1_fn0.02_bs512_hl128-256-128_20260520_1523,69637,0.10704,False
FNN,BlackBoxFNN_ep131_rmse0.10799_frac1_seed42_lr3e-4_wd1e-4_do0.1_fn0.02_bs512_hl512-512-512_20260520_1641,539141,0.107992,False
FNN,BlackBoxFNN_ep131_rmse0.10800_frac1_seed42_lr3e-4_wd0.005_do0.1_fn0.02_bs512_hl512-512-512_20260520_1654,539141,0.108,False
FNN,BlackBoxFNN_ep168_rmse0.10889_frac1_seed42_lr3e-4_wd0.005_do0.1_fn0.02_bs512_hl128-256-128_20260520_1557,69637,0.108891,False
FNN,BlackBoxFNN_ep178_rmse0.10903_frac1_seed42_lr3e-4_wd1e-4_do0.1_fn0.02_bs512_hl256-256_20260520_1551,72197,0.109027,False
FNN,BlackBoxFNN_ep178_rmse0.10904_frac1_seed42_lr3e-4_wd0.005_do0.1_fn0.02_bs512_hl256-256_20260520_1557,72197,0.109039,False
FNN,BlackBoxFNN_ep125_rmse0.10915_frac1_seed42_lr0.001_wd1e-4_do0.1_fn0.02_bs512_hl512-512-512_20260520_1640,539141,0.10915,False
FNN,BlackBoxFNN_ep125_rmse0.10918_frac1_seed42_lr0.001_wd0.005_do0.1_fn0.02_bs512_hl512-512-512_20260520_1644,539141,0.109175,False
FNN,BlackBoxFNN_ep209_rmse0.11009_frac1_seed42_lr3e-4_wd1e-4_do0.1_fn0.02_bs512_hl128-256-128_20260520_1611,69637,0.110093,False
FNN,BlackBoxFNN_ep169_rmse0.11083_frac1_seed42_lr0.001_wd1e-4_do0.1_fn0.02_bs512_hl128-256-128_20260520_1540,69637,0.110829,False
FNN,BlackBoxFNN_ep392_rmse0.11110_frac1_seed42_lr0.001_wd0.005_do0.1_fn0.02_bs512_hl256-256_20260520_1749,72197,0.111105,False
FNN,BlackBoxFNN_ep268_rmse0.11202_frac1_seed42_lr0.001_wd1e-4_do0.1_fn0.02_bs512_hl256-256_20260520_1658,72197,0.112024,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.08920_frac0.7_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl512-512-512_pw1_20260522_0641,549381,0.0891965,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.08932_frac0.8_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl512-512-512_pw1_20260522_0643,549381,0.0893211,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.08956_frac1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl512-512-512_pw1_20260520_1828,549381,0.0895622,True
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.08959_frac1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl256-512-256_pw1_20260520_1800,275461,0.0895862,False
Physics-Reg.,PhysicsRegularizedFNN_ep167_rmse0.08971_frac1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl256-256_pw0.5_20260520_1854,77317,0.0897085,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09006_frac0.6_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl512-512-512_pw1_20260522_0657,549381,0.0900615,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09025_frac0.5_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl512-512-512_pw1_20260522_0652,549381,0.0902465,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09026_frac1_seed42_lr3e-4_wd0.005_do0.1_fn0.02_bs512_hl128-256-128_pw1_20260520_1657,72197,0.0902585,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09048_frac1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl512-512-512_pw2_20260520_1809,549381,0.0904758,False
Physics-Reg.,PhysicsRegularizedFNN_ep224_rmse0.09060_frac1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl128-256-128_pw0.5_20260520_1833,72197,0.0905971,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09061_frac0.9_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl512-512-512_pw1_20260522_0713,549381,0.0906077,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09081_frac1_seed42_lr3e-4_wd0.005_do0.1_fn0.02_bs512_hl256-256_pw1_20260520_1823,77317,0.0908075,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09088_frac1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl512-512-512_pw0.5_20260520_1818,549381,0.0908826,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09090_frac1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl256-256_pw1_20260520_1852,77317,0.0908974,False
Physics-Reg.,PhysicsRegularizedFNN_ep468_rmse0.09105_frac0.1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl512-512-512_pw1_20260522_0644,549381,0.0910472,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09112_frac1_seed42_lr3e-4_wd0.005_do0.1_fn0.02_bs512_hl256-256_pw0.5_20260520_1824,77317,0.0911198,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09115_frac1_seed42_lr3e-4_wd0.005_do0.1_fn0.02_bs512_hl256-512-256_pw1_20260520_1754,275461,0.0911494,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09117_frac1_seed42_lr3e-4_wd0.005_do0.1_fn0.02_bs512_hl128-256-128_pw0.5_20260520_1657,72197,0.0911664,False
Physics-Reg.,PhysicsRegularizedFNN_ep271_rmse0.09126_frac0.2_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl512-512-512_pw1_20260522_0638,549381,0.0912575,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09133_frac1_seed42_lr3e-4_wd0.005_do0.1_fn0.02_bs512_hl256-512-256_pw2_20260520_1750,275461,0.0913294,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09139_frac1_seed42_lr3e-4_wd0.005_do0.1_fn0.02_bs512_hl512-512-512_pw2_20260520_1812,549381,0.0913889,False
Physics-Reg.,PhysicsRegularizedFNN_ep172_rmse0.09144_frac0.4_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl512-512-512_pw1_20260522_0701,549381,0.091444,False
Physics-Reg.,PhysicsRegularizedFNN_ep145_rmse0.09148_frac1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl256-256_pw0.1_20260520_1847,77317,0.0914843,False
Physics-Reg.,PhysicsRegularizedFNN_ep126_rmse0.09156_frac1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl256-512-256_pw0.25_20260520_1758,275461,0.0915589,False
Physics-Reg.,PhysicsRegularizedFNN_ep248_rmse0.09186_frac1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl256-256_pw0.25_20260520_2004,77317,0.0918648,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09199_frac1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl512-512-512_pw0.25_20260520_1812,549381,0.0919899,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09200_frac1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl128-256-128_pw1_20260520_1720,72197,0.0920003,False
Physics-Reg.,PhysicsRegularizedFNN_ep234_rmse0.09201_frac0.3_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl512-512-512_pw1_20260522_0641,549381,0.0920121,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09202_frac1_seed42_lr3e-4_wd0.005_do0.1_fn0.02_bs512_hl512-512-512_pw1_20260520_1815,549381,0.0920176,False
Physics-Reg.,PhysicsRegularizedFNN_ep224_rmse0.09204_frac1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl128-256-128_pw0.25_20260520_1827,72197,0.0920387,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09209_frac1_seed42_lr3e-4_wd0.005_do0.1_fn0.02_bs512_hl128-256-128_pw2_20260520_1707,72197,0.0920856,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09221_frac1_seed42_lr3e-4_wd0.005_do0.1_fn0.02_bs512_hl256-256_pw2_20260520_1836,77317,0.0922088,False
Physics-Reg.,PhysicsRegularizedFNN_ep145_rmse0.09237_frac1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl256-256_pw0.05_20260520_1836,77317,0.0923746,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09243_frac1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl256-512-256_pw0.1_20260520_1752,275461,0.092432,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09263_frac1_seed42_lr3e-4_wd0.005_do0.1_fn0.02_bs512_hl128-256-128_pw0.25_20260520_1711,72197,0.0926263,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09264_frac1_seed42_lr3e-4_wd0.005_do0.1_fn0.02_bs512_hl256-512-256_pw0.5_20260520_1748,275461,0.0926391,False
Physics-Reg.,PhysicsRegularizedFNN_ep272_rmse0.09297_frac1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl256-512-256_pw0.5_20260520_1927,275461,0.0929689,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09328_frac1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl256-512-256_pw0.05_20260520_1755,275461,0.0932759,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09339_frac1_seed42_lr3e-4_wd0.005_do0.1_fn0.02_bs512_hl128-256-128_pw0.1_20260520_1658,72197,0.0933861,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09363_frac1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl512-512-512_pw0.1_20260520_1822,549381,0.0936308,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09363_frac1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl256-512-256_pw2_20260520_1802,275461,0.0936328,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09399_frac1_seed42_lr3e-4_wd0.005_do0.1_fn0.02_bs512_hl128-256-128_pw0.05_20260520_1656,72197,0.0939945,False
Physics-Reg.,PhysicsRegularizedFNN_ep170_rmse0.09421_frac1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl128-256-128_pw0.1_20260520_1750,72197,0.0942086,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09428_frac1_seed42_lr3e-4_wd0.005_do0.1_fn0.02_bs512_hl256-512-256_pw0.25_20260520_1727,275461,0.0942817,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09443_frac1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl512-512-512_pw0.05_20260520_1821,549381,0.0944292,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09446_frac1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl256-256_pw2_20260520_1837,77317,0.0944645,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09482_frac1_seed42_lr3e-4_wd0.005_do0.1_fn0.02_bs512_hl256-256_pw0.05_20260520_1815,77317,0.0948158,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09517_frac1_seed42_lr3e-4_wd0.005_do0.1_fn0.02_bs512_hl512-512-512_pw0.5_20260520_1813,549381,0.0951656,False
Physics-Reg.,PhysicsRegularizedFNN_ep170_rmse0.09518_frac1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl128-256-128_pw0.05_20260520_1750,72197,0.0951815,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09610_frac1_seed42_lr3e-4_wd0.005_do0.1_fn0.02_bs512_hl256-512-256_pw0.1_20260520_1730,275461,0.0961025,False
Physics-Reg.,PhysicsRegularizedFNN_ep138_rmse0.09625_frac1_seed42_lr3e-4_wd0.005_do0.1_fn0.02_bs512_hl256-256_pw0.25_20260520_1836,77317,0.0962487,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09670_frac1_seed42_lr3e-4_wd0.005_do0.3_fn0.02_bs512_hl128-256-128_pw2_20260520_1724,72197,0.0967033,False
Physics-Reg.,PhysicsRegularizedFNN_ep125_rmse0.09692_frac1_seed42_lr3e-4_wd0.005_do0.1_fn0.02_bs512_hl256-512-256_pw0.05_20260520_1730,275461,0.0969155,False
Physics-Reg.,PhysicsRegularizedFNN_ep131_rmse0.09792_frac1_seed42_lr3e-4_wd0.005_do0.1_fn0.02_bs512_hl512-512-512_pw0.25_20260520_1809,549381,0.0979175,False
Physics-Reg.,PhysicsRegularizedFNN_ep138_rmse0.09837_frac1_seed42_lr3e-4_wd0.005_do0.1_fn0.02_bs512_hl256-256_pw0.1_20260520_1835,77317,0.0983727,False
Physics-Reg.,PhysicsRegularizedFNN_ep131_rmse0.10020_frac1_seed42_lr3e-4_wd0.005_do0.1_fn0.02_bs512_hl512-512-512_pw0.1_20260520_1807,549381,0.100202,False
Physics-Reg.,PhysicsRegularizedFNN_ep131_rmse0.10133_frac1_seed42_lr3e-4_wd0.005_do0.1_fn0.02_bs512_hl512-512-512_pw0.05_20260520_1820,549381,0.101328,False
