epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,test_rmse,ema_val_rmse,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
125,0.10723695,0.11817291,0.08592662,0.08315168,0.10811473,0.08947030,0.08316931,1.28545631e-01,1.85335859e-01,1.25103439e-01,4.06957727e-02
126,0.10777976,0.11828246,0.08612325,0.08320272,0.10865445,0.08947183,0.08317045,1.28292859e-01,1.86056980e-01,1.24461337e-01,4.11549082e-02
127,0.10702563,0.11832464,0.08586494,0.08316881,0.10790463,0.08949428,0.08316831,1.29483643e-01,1.85751906e-01,1.24693803e-01,4.11725601e-02
128,0.10744305,0.11827934,0.08604814,0.08316586,0.10831707,0.08940778,0.08316653,1.28332089e-01,1.86783787e-01,1.24597912e-01,4.06148632e-02
129,0.10728189,0.11809226,0.08597478,0.08312886,0.10815584,0.08950213,0.08316101,1.28927354e-01,1.86627873e-01,1.24514975e-01,4.06644267e-02
130,0.10703344,0.11804515,0.08592416,0.08314394,0.10791340,0.08950432,0.08315753,1.29230495e-01,1.85284773e-01,1.24535207e-01,4.07901376e-02
131,0.10711434,0.11818977,0.08591220,0.08319080,0.10799523,0.08954226,0.08315904,1.29113411e-01,1.86219279e-01,1.25067844e-01,4.10329097e-02
132,0.10708776,0.11813492,0.08591688,0.08314868,0.10796951,0.08938135,0.08315695,1.29139650e-01,1.85955410e-01,1.24865247e-01,4.11728063e-02
133,0.10726773,0.11803385,0.08594714,0.08311148,0.10813819,0.08948156,0.08315068,1.27766864e-01,1.86625699e-01,1.24263930e-01,4.12071935e-02
134,0.10716703,0.11807636,0.08589282,0.08316635,0.10804342,0.08948921,0.08315100,1.28912987e-01,1.86126968e-01,1.24182983e-01,4.11475683e-02
135,0.10702108,0.11823297,0.08585043,0.08319350,0.10790138,0.08941271,0.08315390,1.29251252e-01,1.86051515e-01,1.24651942e-01,4.11686595e-02
136,0.10726750,0.11808688,0.08594154,0.08314809,0.10814597,0.08949364,0.08315226,1.28752871e-01,1.86229452e-01,1.24602648e-01,4.13183661e-02
137,0.10704413,0.11813396,0.08587136,0.08316670,0.10792853,0.08951698,0.08315254,1.29585684e-01,1.86411733e-01,1.24538608e-01,4.14361965e-02
138,0.10701284,0.11820155,0.08588865,0.08315203,0.10789604,0.08945679,0.08315117,1.29238606e-01,1.87204938e-01,1.24682055e-01,4.18537176e-02
139,0.10703226,0.11818397,0.08586975,0.08317222,0.10791179,0.08944518,0.08315192,1.28749141e-01,1.87336886e-01,1.24486269e-01,4.16412128e-02
140,0.10706603,0.11814316,0.08583563,0.08313915,0.10795031,0.08949070,0.08314931,1.29961932e-01,1.87583149e-01,1.24372830e-01,4.15763849e-02
141,0.10656879,0.11817082,0.08573099,0.08315197,0.10745026,0.08944694,0.08314837,1.29283018e-01,1.86752545e-01,1.24824353e-01,4.17912526e-02
142,0.10661712,0.11816116,0.08566885,0.08312037,0.10750263,0.08935813,0.08314421,1.29308018e-01,1.87034716e-01,1.24824908e-01,4.19403081e-02
143,0.10641647,0.11803566,0.08564320,0.08309258,0.10730142,0.08930900,0.08313782,1.29829526e-01,1.86451022e-01,1.24843553e-01,4.15499203e-02
144,0.10690697,0.11799103,0.08581707,0.08308379,0.10778910,0.08927266,0.08313099,1.29325784e-01,1.86416795e-01,1.24641475e-01,4.17130384e-02
145,0.10679181,0.11795140,0.08578563,0.08308633,0.10768134,0.08938913,0.08312512,1.30042214e-01,1.86503993e-01,1.24723081e-01,4.14139862e-02
146,0.10667206,0.11801661,0.08575601,0.08305489,0.10756141,0.08932679,0.08311712,1.30266024e-01,1.86932977e-01,1.24694229e-01,4.14813969e-02
147,0.10653004,0.11796862,0.08565533,0.08307015,0.10741430,0.08938949,0.08311107,1.29623963e-01,1.85552499e-01,1.24450555e-01,4.20042394e-02
148,0.10628786,0.11806303,0.08564473,0.08314401,0.10716991,0.08937583,0.08311296,1.29815747e-01,1.86486378e-01,1.24232871e-01,4.17067892e-02
149,0.10641769,0.11817714,0.08559588,0.08315482,0.10730617,0.08934114,0.08311615,1.30278359e-01,1.86500506e-01,1.24570428e-01,4.17421764e-02
150,0.10646174,0.11822317,0.08569429,0.08315322,0.10734485,0.08936715,0.08311883,1.29266687e-01,1.86934033e-01,1.24642711e-01,4.19985351e-02
151,0.10634288,0.11804426,0.08558601,0.08311272,0.10722717,0.08937260,0.08311726,1.30070409e-01,1.87087479e-01,1.24164343e-01,4.19314341e-02
152,0.10624010,0.11797125,0.08561003,0.08307787,0.10712478,0.08932344,0.08311186,1.30388468e-01,1.86224265e-01,1.24062524e-01,4.20609081e-02
153,0.10636416,0.11796566,0.08562576,0.08306199,0.10724464,0.08940954,0.08310584,1.29602948e-01,1.87219211e-01,1.24372914e-01,4.22137363e-02
154,0.10625470,0.11799958,0.08561016,0.08312836,0.10713855,0.08940509,0.08310718,1.30038266e-01,1.87165495e-01,1.23983462e-01,4.18664007e-02
155,0.10627956,0.11785081,0.08557530,0.08306603,0.10716765,0.08934946,0.08310194,1.30804227e-01,1.87476012e-01,1.24296989e-01,4.20560749e-02
156,0.10606971,0.11778278,0.08550549,0.08306029,0.10695913,0.08943771,0.08309689,1.30416369e-01,1.87121567e-01,1.24184842e-01,4.18013718e-02
157,0.10600095,0.11786326,0.08553211,0.08305794,0.10689135,0.08936942,0.08309211,1.30582636e-01,1.87858848e-01,1.24303000e-01,4.17829357e-02
158,0.10589578,0.11789882,0.08544500,0.08309618,0.10678845,0.08929626,0.08309127,1.30671955e-01,1.87312306e-01,1.24771519e-01,4.15644748e-02
159,0.10617423,0.11779932,0.08557769,0.08301732,0.10706477,0.08928401,0.08308294,1.30820411e-01,1.86804324e-01,1.24320222e-01,4.15687723e-02
160,0.10628662,0.11782025,0.08563263,0.08304256,0.10717939,0.08929979,0.08307770,1.31189723e-01,1.86790356e-01,1.24121084e-01,4.14207298e-02
161,0.10635127,0.11773186,0.08556389,0.08301216,0.10723985,0.08935080,0.08307034,1.30062655e-01,1.87727084e-01,1.24227003e-01,4.17664440e-02
162,0.10566988,0.11772691,0.08543523,0.08304733,0.10655891,0.08935872,0.08306685,1.30546565e-01,1.87588170e-01,1.24422953e-01,4.15010925e-02
163,0.10615172,0.11776877,0.08554847,0.08303632,0.10704422,0.08934638,0.08306301,1.30847846e-01,1.87212707e-01,1.24425280e-01,4.13944262e-02
164,0.10576154,0.11781235,0.08536903,0.08306191,0.10665298,0.08936872,0.08306207,1.30752124e-01,1.87968639e-01,1.24302934e-01,4.18032029e-02
165,0.10603385,0.11794272,0.08554604,0.08306093,0.10692508,0.08940647,0.08306120,1.30916981e-01,1.88833773e-01,1.23994226e-01,4.18064056e-02
166,0.10576612,0.11795328,0.08540256,0.08307605,0.10665891,0.08945298,0.08306160,1.30875097e-01,1.87473347e-01,1.24084183e-01,4.19167249e-02
167,0.10586802,0.11785409,0.08543092,0.08304180,0.10675530,0.08943244,0.08305880,1.30691190e-01,1.87757960e-01,1.24151082e-01,4.17096793e-02
168,0.10598321,0.11776138,0.08547694,0.08301967,0.10686647,0.08938243,0.08305417,1.30112917e-01,1.88203071e-01,1.23822376e-01,4.17673711e-02
169,0.10589626,0.11776634,0.08544748,0.08302558,0.10678488,0.08931399,0.08305051,1.30483407e-01,1.87251059e-01,1.24428678e-01,4.18324329e-02
170,0.10562716,0.11778112,0.08540997,0.08301823,0.10652430,0.08929647,0.08304637,1.31020215e-01,1.87213334e-01,1.24464702e-01,4.18594391e-02
171,0.10605414,0.11778141,0.08543405,0.08299303,0.10694644,0.08933171,0.08304047,1.31163236e-01,1.87650469e-01,1.24110831e-01,4.13205870e-02
172,0.10563373,0.11780524,0.08535395,0.08302243,0.10652588,0.08934914,0.08303786,1.31214963e-01,1.87530942e-01,1.24265547e-01,4.15836350e-02
173,0.10576311,0.11781951,0.08540715,0.08301884,0.10665762,0.08935963,0.08303508,1.31124127e-01,1.88820993e-01,1.24756243e-01,4.17525348e-02
174,0.10606125,0.11782760,0.08554546,0.08303116,0.10695512,0.08933408,0.08303409,1.31142002e-01,1.88067964e-01,1.24565713e-01,4.14718539e-02
175,0.10540362,0.11789324,0.08522549,0.08307002,0.10629103,0.08937962,0.08303706,1.30157950e-01,1.88215067e-01,1.24464499e-01,4.15651549e-02
176,0.10568569,0.11787121,0.08541846,0.08305573,0.10657441,0.08936661,0.08303833,1.30579447e-01,1.88092650e-01,1.24382660e-01,4.16693123e-02
177,0.10562449,0.11784481,0.08536284,0.08301171,0.10651713,0.08934598,0.08303511,1.31406852e-01,1.87344361e-01,1.24327250e-01,4.16109617e-02
178,0.10602027,0.11781633,0.08551120,0.08300493,0.10691804,0.08933651,0.08303138,1.31132401e-01,1.87519653e-01,1.24794683e-01,4.20407237e-02
179,0.10576636,0.11778660,0.08543592,0.08295328,0.10665275,0.08932726,0.08302297,1.30605355e-01,1.87293310e-01,1.24016705e-01,4.22872764e-02
180,0.10576944,0.11777850,0.08542053,0.08295802,0.10665564,0.08934849,0.08301600,1.30440341e-01,1.87640693e-01,1.23840764e-01,4.18524475e-02
181,0.10559226,0.11776090,0.08535790,0.08297701,0.10647828,0.08940643,0.08301159,1.30625286e-01,1.87608341e-01,1.23653649e-01,4.24045015e-02
182,0.10622277,0.11783921,0.08553855,0.08298836,0.10710992,0.08940010,0.08300876,1.30456694e-01,1.87034546e-01,1.24048645e-01,4.23619351e-02
183,0.10562769,0.11778885,0.08536149,0.08298576,0.10651978,0.08944649,0.08300593,1.31217211e-01,1.87034528e-01,1.24014741e-01,4.20859046e-02
184,0.10575676,0.11782622,0.08541330,0.08300279,0.10664991,0.08938771,0.08300514,1.31457207e-01,1.86927845e-01,1.24160370e-01,4.20130176e-02
185,0.10563538,0.11782838,0.08533147,0.08301060,0.10652677,0.08934145,0.08300522,1.31215536e-01,1.87284489e-01,1.23676146e-01,4.19938997e-02
186,0.10565649,0.11780862,0.08536688,0.08301288,0.10655063,0.08936448,0.08300555,1.31319473e-01,1.86964664e-01,1.24331698e-01,4.19778687e-02
187,0.10548634,0.11778021,0.08527103,0.08300420,0.10638294,0.08935146,0.08300503,1.31358674e-01,1.87619109e-01,1.24398750e-01,4.21229888e-02
188,0.10566014,0.11776250,0.08535546,0.08299435,0.10655662,0.08937729,0.08300349,1.32217408e-01,1.87445184e-01,1.23827566e-01,4.20663641e-02
189,0.10526072,0.11774162,0.08525287,0.08297630,0.10615092,0.08934927,0.08300039,1.31357545e-01,1.87931602e-01,1.23849221e-01,4.22133027e-02
190,0.10566590,0.11775446,0.08539241,0.08296335,0.10656071,0.08932377,0.08299636,1.31797144e-01,1.87668430e-01,1.23953727e-01,4.19752929e-02
191,0.10543563,0.11773365,0.08524887,0.08298272,0.10632964,0.08935426,0.08299470,1.31145771e-01,1.87618428e-01,1.24581767e-01,4.20159410e-02
192,0.10509433,0.11771464,0.08513054,0.08297582,0.10598652,0.08936195,0.08299248,1.31783506e-01,1.87831056e-01,1.23646796e-01,4.24689320e-02
193,0.10577681,0.11773058,0.08535340,0.08298985,0.10666938,0.08936292,0.08299175,1.31616438e-01,1.87970646e-01,1.23770677e-01,4.20350539e-02
194,0.10540198,0.11775437,0.08525589,0.08300235,0.10630379,0.08934914,0.08299249,1.31698769e-01,1.87977750e-01,1.24773384e-01,4.17051626e-02
195,0.10540187,0.11775748,0.08528106,0.08299665,0.10629473,0.08936148,0.08299260,1.31537580e-01,1.87710417e-01,1.23791828e-01,4.18412145e-02
196,0.10523456,0.11776099,0.08520641,0.08298793,0.10613378,0.08937825,0.08299183,1.31748648e-01,1.87997849e-01,1.24130785e-01,4.21941183e-02
197,0.10531053,0.11777718,0.08523943,0.08299736,0.10620323,0.08937789,0.08299209,1.31435627e-01,1.88326049e-01,1.24000794e-01,4.22826133e-02
198,0.10520127,0.11774759,0.08514018,0.08300043,0.10609861,0.08938414,0.08299269,1.32134261e-01,1.88352979e-01,1.24042656e-01,4.22569181e-02
199,0.10536638,0.11775181,0.08521942,0.08300923,0.10626228,0.08938791,0.08299401,1.31816391e-01,1.88261028e-01,1.23904517e-01,4.23802911e-02
200,0.10514381,0.11776060,0.08519495,0.08301096,0.10603742,0.08941402,0.08299528,1.31389153e-01,1.88166175e-01,1.24046542e-01,4.21960405e-02
201,0.10512297,0.11782486,0.08516994,0.08302015,0.10601961,0.08939200,0.08299747,1.32044715e-01,1.88556383e-01,1.23875484e-01,4.24459951e-02
202,0.10519774,0.11775205,0.08517530,0.08301566,0.10609228,0.08938159,0.08299909,1.32055783e-01,1.88618423e-01,1.23754394e-01,4.23999927e-02
203,0.10566395,0.11776370,0.08535226,0.08302726,0.10655815,0.08940340,0.08300164,1.31447252e-01,1.89250167e-01,1.23803571e-01,4.23614435e-02
204,0.10479249,0.11776103,0.08508407,0.08303244,0.10569666,0.08941080,0.08300441,1.32132950e-01,1.88695526e-01,1.24453788e-01,4.26926499e-02
205,0.10530564,0.11777799,0.08522019,0.08303383,0.10620290,0.08942589,0.08300710,1.31976394e-01,1.89031722e-01,1.23882019e-01,4.23512126e-02
206,0.10528123,0.11778494,0.08518785,0.08302704,0.10618394,0.08941015,0.08300875,1.32027159e-01,1.88728961e-01,1.24278233e-01,4.22717479e-02
207,0.10507496,0.11777236,0.08514369,0.08301365,0.10597422,0.08942023,0.08300898,1.32329283e-01,1.88692002e-01,1.23598924e-01,4.23962282e-02
208,0.10510114,0.11771917,0.08517666,0.08298398,0.10599976,0.08941904,0.08300626,1.31778591e-01,1.89062485e-01,1.23859633e-01,4.25883000e-02
209,0.10498952,0.11777773,0.08519666,0.08300249,0.10588893,0.08943337,0.08300566,1.32755661e-01,1.88595616e-01,1.23557477e-01,4.25237060e-02
210,0.10507904,0.11777001,0.08506583,0.08299333,0.10597749,0.08941295,0.08300418,1.32138349e-01,1.88753969e-01,1.23897131e-01,4.27529086e-02
211,0.10474155,0.11775289,0.08504368,0.08299526,0.10563635,0.08941336,0.08300308,1.31834918e-01,1.88528387e-01,1.23649598e-01,4.23567218e-02
212,0.10545695,0.11775276,0.08529281,0.08300489,0.10635555,0.08944598,0.08300305,1.31688525e-01,1.88416258e-01,1.23757480e-01,4.24951179e-02
213,0.10555531,0.11771868,0.08528147,0.08298319,0.10645218,0.08944481,0.08300089,1.31526584e-01,1.88577706e-01,1.23751449e-01,4.25879712e-02
214,0.10511197,0.11773226,0.08514673,0.08300711,0.10600595,0.08947377,0.08300132,1.31845020e-01,1.88627857e-01,1.23691604e-01,4.24575544e-02
215,0.10504612,0.11770327,0.08513676,0.08300205,0.10594507,0.08946848,0.08300120,1.32273603e-01,1.89140575e-01,1.23657767e-01,4.23330167e-02
216,0.10508728,0.11772864,0.08521900,0.08299596,0.10599032,0.08945968,0.08300050,1.32141638e-01,1.88608586e-01,1.24586200e-01,4.22865984e-02
217,0.10488955,0.11770101,0.08508750,0.08298271,0.10578756,0.08946809,0.08299854,1.32077707e-01,1.88633016e-01,1.23798897e-01,4.22907781e-02
218,0.10523688,0.11772257,0.08520958,0.08298271,0.10613644,0.08944419,0.08299673,1.32215482e-01,1.89010968e-01,1.24080249e-01,4.23553816e-02
219,0.10545293,0.11770956,0.08528319,0.08297528,0.10635066,0.08943514,0.08299439,1.31768498e-01,1.88547593e-01,1.23920752e-01,4.22490556e-02
220,0.10529713,0.11771697,0.08521293,0.08298769,0.10618554,0.08945186,0.08299359,1.31186045e-01,1.88548105e-01,1.23662098e-01,4.24411949e-02
221,0.10493904,0.11773511,0.08515410,0.08299938,0.10583525,0.08945497,0.08299403,1.31918570e-01,1.88850701e-01,1.23476958e-01,4.25569377e-02
222,0.10514031,0.11771274,0.08511530,0.08299480,0.10603660,0.08944354,0.08299397,1.31737097e-01,1.88555401e-01,1.23861126e-01,4.25721946e-02
223,0.10526895,0.11772072,0.08512676,0.08299144,0.10616108,0.08943413,0.08299358,1.31919399e-01,1.88703062e-01,1.23440338e-01,4.23521549e-02
224,0.10538166,0.11770592,0.08525074,0.08299272,0.10627808,0.08944064,0.08299337,1.31823092e-01,1.88897689e-01,1.23784269e-01,4.25579019e-02
225,0.10525913,0.11769324,0.08518663,0.08298035,0.10615414,0.08942854,0.08299192,1.31636393e-01,1.89023667e-01,1.23759013e-01,4.26262642e-02
226,0.10481175,0.11770536,0.08507776,0.08298661,0.10570992,0.08943429,0.08299126,1.31719164e-01,1.88544892e-01,1.23991377e-01,4.25762990e-02
227,0.10553929,0.11770035,0.08542383,0.08298703,0.10643671,0.08942886,0.08299073,1.31755942e-01,1.88825168e-01,1.23557178e-01,4.23866285e-02
228,0.10487625,0.11769933,0.08505754,0.08298990,0.10577051,0.08943918,0.08299051,1.31774706e-01,1.88475508e-01,1.23624540e-01,4.24532902e-02
229,0.10511885,0.11770207,0.08522203,0.08300016,0.10601333,0.08944843,0.08299131,1.31779246e-01,1.88345883e-01,1.23560548e-01,4.23877084e-02
230,0.10497251,0.11765263,0.08508368,0.08298144,0.10586847,0.08944423,0.08299021,1.32063631e-01,1.88719223e-01,1.23643945e-01,4.23520644e-02
231,0.10490551,0.11765932,0.08508661,0.08296802,0.10579860,0.08943715,0.08298791,1.31800304e-01,1.88618831e-01,1.23405329e-01,4.23933695e-02
232,0.10506066,0.11768731,0.08525940,0.08297596,0.10595463,0.08942563,0.08298664,1.31950669e-01,1.88806231e-01,1.23224727e-01,4.24356740e-02
233,0.10533309,0.11767874,0.08516183,0.08297314,0.10623109,0.08942666,0.08298521,1.32044625e-01,1.88531711e-01,1.23542769e-01,4.24487783e-02
234,0.10514559,0.11768406,0.08511544,0.08297680,0.10604536,0.08942283,0.08298429,1.32033309e-01,1.89020534e-01,1.23575938e-01,4.25198718e-02
235,0.10510805,0.11770716,0.08517618,0.08298493,0.10601035,0.08941044,0.08298428,1.32079817e-01,1.88565345e-01,1.23996701e-01,4.23544112e-02
236,0.10560333,0.11773075,0.08531478,0.08298609,0.10650064,0.08942269,0.08298438,1.31997337e-01,1.88521928e-01,1.23646007e-01,4.24833586e-02
237,0.10509374,0.11773034,0.08522173,0.08298443,0.10598847,0.08941697,0.08298429,1.31986184e-01,1.88236344e-01,1.23269938e-01,4.25960866e-02
238,0.10478750,0.11770542,0.08504281,0.08298463,0.10568287,0.08943222,0.08298424,1.31813634e-01,1.88352843e-01,1.23872931e-01,4.25598710e-02
239,0.10523984,0.11770458,0.08517993,0.08297998,0.10613990,0.08942214,0.08298375,1.31726623e-01,1.88804277e-01,1.23878177e-01,4.26343917e-02
240,0.10492369,0.11770523,0.08510938,0.08298271,0.10582227,0.08942871,0.08298354,1.32320879e-01,1.88374605e-01,1.23767112e-01,4.26108243e-02
241,0.10478293,0.11770288,0.08506288,0.08297758,0.10568570,0.08941674,0.08298288,1.32540830e-01,1.88842713e-01,1.24037595e-01,4.27210209e-02
242,0.10488815,0.11770622,0.08505571,0.08297865,0.10577944,0.08940902,0.08298238,1.31895110e-01,1.88578842e-01,1.23026016e-01,4.26734271e-02
243,0.10471662,0.11769942,0.08506591,0.08297284,0.10561097,0.08940714,0.08298136,1.31676362e-01,1.88352809e-01,1.23430853e-01,4.26120810e-02
244,0.10506067,0.11770424,0.08511638,0.08297276,0.10595952,0.08940202,0.08298044,1.32189671e-01,1.88748941e-01,1.23591605e-01,4.25572344e-02
245,0.10477233,0.11769881,0.08506067,0.08297228,0.10567139,0.08940604,0.08297957,1.32291336e-01,1.88739427e-01,1.23410980e-01,4.24981209e-02
246,0.10492860,0.11770000,0.08519356,0.08298047,0.10582481,0.08941539,0.08297957,1.32005556e-01,1.88638873e-01,1.23255253e-01,4.26000904e-02
247,0.10472613,0.11771573,0.08506487,0.08298209,0.10562325,0.08941210,0.08297973,1.32088666e-01,1.88807960e-01,1.23476026e-01,4.26199170e-02
248,0.10505433,0.11770952,0.08512465,0.08298586,0.10595060,0.08941611,0.08298026,1.31662260e-01,1.88751385e-01,1.23930560e-01,4.25860020e-02
249,0.10466403,0.11770243,0.08507107,0.08297771,0.10556088,0.08941940,0.08297991,1.32312625e-01,1.88745705e-01,1.23539007e-01,4.26679785e-02
250,0.10510922,0.11770800,0.08514716,0.08297824,0.10600735,0.08942209,0.08297965,1.32191163e-01,1.88644150e-01,1.23629313e-01,4.26402855e-02
